thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
217,373,57.96578535,2.032786286,4,0.638049028,11,24.71978814,10.45062649,cotton,plain,raw,powerloom,535534,4630,37.9997066,WH-B,Anita,Evening,24.77160954,42.24055122,OK,Medium
222,328,67.20489092,6.305864124,1,1.173527011,2,23.21555504,9.012167084,wool,satin,dyed,powerloom,501614,4903,43.01918337,WH-A,Priya,Evening,30.33490791,35.48482536,Minor issue,High
130,,36.54620444,2.142291127,2,1.094470162,5,23.08720637,8.164013859,linen,satin,dyed,handloom,904838,3637,45.66710504,WH-C,Ramesh,Morning,31.70068253,33.31925541,Approved,Medium
200,387,46.75230564,5.536227918,4,0.260133812,11,10.01187449,12.09035778,linen,plain,dyed,handloom,159392,1241,28.96133344,WH-C,Priya,Morning,27.92959302,85.58577521,Minor issue,Low
326,291,57.93040964,3.278151225,4,0.474150274,4,33.39564581,14.74823325,silk,plain,raw,handloom,515310,3223,8.749022911,WH-B,Priya,Morning,27.6669589,73.09851708,Recheck,High
165,145,26.31056865,,2,1.33140146,4,10.90760075,10.92773995,silk,plain,printed,handloom,281894,296,11.53952757,WH-B,Ramesh,,43.19681404,42.28886128,Approved,Low
302,378,64.67240656,0.70684134,2,1.099660361,1,12.24522737,5.876527851,silk,satin,dyed,handloom,683547,2539,33.99529105,WH-B,Anita,Morning,36.82541604,88.53385484,Looks fine,High
,,109.0876733,1.89715461,5,0.778378743,13,17.68336548,5.942522564,cotton,twill,printed,powerloom,829172,2297,13.04989506,WH-B,John,Evening,29.06011721,40.25830636,Recheck,Medium
270,316,88.24513583,5.74585086,3,1.487741084,4,32.44406978,8.373553247,silk,plain,printed,powerloom,300425,2288,6.78067259,WH-A,Anita,Night,22.05457176,38.972977,OK,High
245,100,92.57812401,5.495247295,1,0.909071012,3,29.96516839,6.079141722,cotton,satin,raw,handloom,339201,3616,15.49263852,WH-B,Ramesh,,32.96882054,56.03481529,Recheck,High
220,368,42.81041926,9.412025154,1,0.833322208,3,15.72465322,8.366979708,wool,satin,raw,handloom,984613,1504,59.85584462,WH-C,Suresh,,38.48628695,86.83650154,Approved,Medium
,301,50.18993787,5.418608903,4,1.365768676,12,16.09748912,14.70060632,polyester,plain,raw,handloom,152578,3729,28.47455877,WH-A,Suresh,Morning,42.04678104,47.74385727,Minor issue,Low
341,259,42.13669627,2.809888066,1,1.043835261,12,26.36630137,6.372376631,silk,twill,raw,powerloom,618598,4380,21.79155372,WH-B,Anita,Morning,43.86177934,80.19631542,Looks fine,Low
213,365,72.91435686,3.173359277,1,0.187111668,7,25.73130302,6.280132297,polyester,twill,printed,powerloom,982211,4158,31.09645503,WH-B,Suresh,,35.46805129,32.86494116,Minor issue,Medium
178,277,90.10700413,6.955084314,4,0.626874293,6,13.42752156,3.76625324,cotton,twill,dyed,powerloom,426006,4403,16.2744184,WH-A,Anita,Evening,21.24627652,41.82334655,Looks fine,Medium
,358,64.17525324,2.420178991,3,1.131097483,11,18.53091372,10.78664162,polyester,twill,printed,powerloom,306118,4920,53.29107597,WH-B,Anita,Night,25.61093028,65.74745147,OK,Low
113,374,30.93180119,8.774435213,4,1.036373624,14,10.76042199,14.10834423,,plain,raw,powerloom,345616,4554,38.7320703,WH-C,Suresh,Evening,43.24380943,44.02769534,Recheck,Low
165,372,43.67105154,9.744442303,4,1.214976213,6,19.33273496,14.19039969,wool,satin,printed,powerloom,405851,663,42.64037329,WH-C,John,,25.35867419,36.49118948,Looks fine,Low
324,386,44.2758186,1.093833283,1,0.206949285,13,21.02255731,9.577582085,cotton,plain,raw,handloom,647310,903,20.50918771,WH-A,Suresh,Evening,29.86870813,33.22025878,Approved,Low
240,323,107.4377423,8.238861654,4,0.263932436,13,14.98032298,12.58466655,linen,plain,raw,powerloom,292982,1559,18.44322876,WH-B,Anita,Morning,38.92841012,61.48843454,Recheck,Low
180,207,103.8660453,1.194269653,3,1.250126326,0,23.28619268,5.364144914,linen,plain,dyed,handloom,312298,3674,7.604695557,WH-C,Ramesh,,33.67522852,53.40880169,OK,High
96,249,119.5868334,2.830841815,3,0.927675308,3,15.60480301,8.760163528,silk,plain,raw,handloom,941955,525,39.53746024,WH-B,Anita,Night,22.82253454,56.67637528,OK,High
129,162,34.99329563,8.983249035,4,0.371542327,7,27.53415381,6.474934964,silk,plain,printed,powerloom,981221,4371,39.77638341,WH-A,Suresh,Night,40.61184183,49.22039914,Recheck,Low
295,341,,6.709364524,2,1.155693348,7,7.080100854,11.73984414,silk,plain,dyed,handloom,854303,2874,7.729521882,WH-B,Anita,Evening,34.93746101,83.89181226,Minor issue,Medium
152,152,29.32484989,6.622565407,3,1.486413325,4,9.266082124,12.79110863,polyester,plain,raw,powerloom,735222,1223,43.74626184,WH-A,Anita,Evening,44.48895732,86.29184714,Looks fine,Low
252,293,20.22894153,,5,1.156448361,2,14.87461509,5.574662956,silk,plain,printed,powerloom,581887,2804,31.97370311,WH-A,Ramesh,Evening,34.70638669,43.95556792,Recheck,Medium
311,385,20.97070937,0.809817071,2,0.352495615,5,31.37245583,5.376474325,silk,twill,raw,handloom,335970,1290,10.59577338,WH-A,Anita,Evening,22.14643858,70.04216874,Looks fine,Medium
191,222,53.98277615,8.70805184,3,1.380531558,10,29.77932577,6.65801019,linen,satin,dyed,powerloom,256146,4233,35.20908385,WH-B,Priya,Morning,35.18375316,75.88994828,Minor issue,Low
174,178,46.62798278,5.59737111,4,1.224629895,14,14.34086374,14.81275024,silk,plain,printed,powerloom,539679,1806,23.14238542,WH-C,Anita,Evening,31.67462939,77.19494105,Recheck,Low
97,,110.1247883,8.131114912,1,0.456158573,2,35.67918783,12.77544505,polyester,twill,printed,powerloom,412230,3992,18.53179142,WH-B,Suresh,Evening,21.74503136,63.63971766,OK,Low
295,149,110.6303249,2.213227237,5,0.362596155,13,39.31506146,4.508586996,polyester,twill,dyed,handloom,393210,3629,53.0340445,WH-A,John,Evening,34.6792044,70.22792358,Minor issue,High
270,189,41.91302932,8.566484552,3,0.73098027,13,6.761826271,11.90571826,linen,twill,raw,powerloom,589955,3439,22.15665978,WH-B,Suresh,Evening,27.62364997,47.8375204,Recheck,Low
305,,92.50260096,4.707198386,3,1.244462108,8,25.55402768,9.508064953,linen,plain,printed,handloom,507439,4752,39.85095511,WH-A,John,Evening,20.75264818,71.06266521,Approved,High
256,290,69.79420799,,2,1.04022467,9,10.97495262,8.620756026,silk,plain,printed,powerloom,276048,116,33.2849205,WH-B,Suresh,Morning,41.93634008,62.50348821,OK,Low
164,268,62.72064138,2.091573082,1,0.585943625,2,13.11831921,5.573821237,cotton,satin,printed,powerloom,706079,2823,22.80248059,WH-B,John,Evening,43.53102699,63.81683068,Minor issue,High
123,394,98.62820198,9.406144429,2,0.20232493,3,9.569127716,12.21401511,silk,twill,printed,handloom,826649,3629,5.863860211,WH-C,Priya,Evening,43.86773142,73.5696011,OK,Medium
173,249,94.37731282,4.807043975,1,0.507450416,10,7.431706114,7.01117098,polyester,satin,raw,handloom,705513,2512,51.46634945,WH-B,Ramesh,Morning,38.44750603,89.48200721,Approved,Low
120,256,116.2790985,6.073600925,2,0.299386329,7,28.75523611,10.88812097,wool,plain,raw,powerloom,472561,730,57.55029951,WH-B,Suresh,Night,24.51967904,61.79136801,OK,High
289,286,81.27909595,2.825770948,4,1.495070329,3,37.57311398,12.81843811,linen,satin,printed,handloom,805109,694,13.41117813,WH-C,Anita,Morning,31.13498439,55.11681963,Minor issue,High
98,191,40.32883022,6.863182888,1,1.152086689,11,11.85305317,6.565042804,polyester,plain,printed,handloom,354521,3967,5.725477697,WH-A,Anita,Evening,32.61679615,89.12571332,Approved,Low
279,284,103.6130869,1.361688614,1,0.220355727,6,7.187787923,8.083924803,linen,satin,printed,powerloom,442109,1036,31.32236474,WH-B,Priya,Night,38.02691931,57.7854151,OK,High
124,,103.2682841,1.742789197,3,0.49665422,3,38.24215056,3.76374273,linen,,raw,powerloom,580885,2508,48.54717966,WH-B,Anita,Evening,29.71779799,41.54375434,Recheck,High
90,171,63.58746433,9.628708757,4,0.926922498,1,12.87614961,9.878192791,linen,twill,raw,handloom,273247,3320,45.4411173,WH-B,Suresh,Night,39.96188468,38.84510742,Recheck,Medium
314,276,57.64398099,6.02063627,2,0.915776101,6,27.01179518,6.614100809,polyester,plain,dyed,handloom,971631,1154,18.48347242,WH-C,Anita,Morning,38.0724252,46.12077908,Minor issue,Medium
96,245,38.71991596,9.273332729,4,1.274333152,14,32.12091591,3.185426797,polyester,twill,raw,powerloom,351178,1904,37.24715044,WH-A,Suresh,Night,42.4280597,56.72537658,Recheck,Low
157,275,112.5455193,3.12473105,5,0.709633811,7,8.874501676,10.57405558,wool,satin,raw,powerloom,571997,536,26.66938394,WH-C,Priya,Night,30.94495445,49.71605049,Approved,High
,385,85.75923897,3.336773036,2,1.124701532,2,39.1088058,13.19705788,silk,plain,printed,powerloom,695100,4427,41.95017158,WH-A,Suresh,Night,24.03845181,72.66408738,Approved,High
,93,116.5471142,8.308576222,4,0.743736465,8,16.37377477,11.485909,silk,twill,raw,powerloom,629603,1123,49.01353879,WH-C,Ramesh,Evening,36.8805452,61.22452944,OK,Medium
326,173,93.27484088,8.767922734,1,1.178992475,0,8.520709948,13.22637936,cotton,twill,raw,handloom,300984,649,26.72510169,WH-C,John,Morning,31.9590244,89.64131879,Recheck,High
312,362,69.07517219,3.710892096,5,0.8726648,7,20.90681408,8.920071117,polyester,twill,printed,handloom,853203,4489,55.54485082,WH-A,Anita,Morning,37.90365251,71.79568354,Approved,High
128,254,59.35862911,4.982271941,5,0.281469547,12,30.85550797,10.10932616,,twill,dyed,powerloom,664016,513,9.399268405,WH-B,Ramesh,Evening,36.93629865,46.42292626,Looks fine,Low
157,385,90.10755399,4.715729225,2,1.32373152,4,5.963262307,10.5419728,polyester,plain,printed,powerloom,171271,277,34.1683243,WH-A,Ramesh,Night,37.6489054,44.02346756,OK,High
250,183,38.7093048,7.975642023,3,1.457183657,1,8.022525307,10.89979234,linen,twill,raw,powerloom,785829,2444,23.18899589,WH-A,John,Morning,27.93958529,32.4796941,Looks fine,Medium
203,154,53.47523651,4.18378022,2,0.963331148,12,12.07007775,8.725031363,wool,satin,raw,handloom,837290,2731,8.096276595,WH-B,John,Evening,36.4394717,74.18536838,Looks fine,Low
227,321,93.7247549,,3,0.847162699,5,36.42708515,4.68993827,polyester,twill,raw,handloom,786648,1484,40.28871105,WH-C,Ramesh,Evening,42.42260168,31.86068639,OK,High
279,373,96.7035482,3.360907642,3,0.890683116,3,32.31298447,5.97437135,polyester,plain,dyed,handloom,567510,3094,19.71929569,WH-B,Ramesh,Morning,30.91636756,88.42601381,Minor issue,High
210,94,69.26071886,9.994065871,5,0.584817605,3,18.02763499,11.06977213,wool,twill,printed,handloom,224569,4269,22.13565653,WH-A,Priya,Evening,33.1904686,68.97674615,Minor issue,Medium
292,195,116.8889551,2.526403897,3,1.026171118,2,36.89895855,13.87423076,cotton,satin,printed,powerloom,396667,3392,25.99274287,WH-A,Ramesh,Morning,35.24103436,82.98846623,Recheck,High
235,213,33.65388049,3.896829283,5,0.920166914,7,35.17085399,7.030167025,linen,plain,printed,handloom,218828,2487,29.31756836,WH-B,John,Morning,42.19233136,57.7212709,Minor issue,Medium
,223,48.52996558,9.255153784,4,0.551249125,12,29.18924068,11.12895648,silk,satin,raw,powerloom,908732,1506,33.2628142,WH-B,Ramesh,Night,32.27811289,81.72831507,Approved,Low
277,274,73.48763977,9.877876396,5,0.302887723,7,19.42184722,8.835581257,cotton,,dyed,powerloom,455827,1711,11.71460845,WH-C,Ramesh,Night,30.73247183,43.56976619,Recheck,Medium
339,279,27.12962667,3.234234749,5,0.384103439,2,26.04330656,6.289230774,cotton,plain,raw,powerloom,592508,2384,56.23356973,WH-C,Ramesh,Night,44.73262809,58.8366065,Approved,High
226,169,23.13268516,4.544194956,4,0.331182313,14,21.14544339,13.22322424,silk,twill,dyed,powerloom,983061,2042,18.07777072,WH-C,Anita,Morning,31.80089388,41.42987796,Approved,Low
234,224,84.3211122,5.101932324,3,0.303469236,2,8.980344577,9.249967077,wool,satin,printed,powerloom,984607,226,18.03203344,WH-A,Priya,,42.3542479,64.88629662,Approved,High
96,126,59.22030063,5.375662325,4,0.325691714,1,16.59640279,4.123725125,silk,plain,raw,powerloom,727753,4771,52.87906329,WH-C,John,Morning,34.20806299,54.78401968,Recheck,High
90,174,76.38195592,3.822639126,3,0.530455329,4,31.71904862,11.46433903,polyester,,raw,handloom,415353,3154,16.437625,WH-C,Ramesh,Evening,40.19833368,71.42336917,Recheck,High
178,346,86.22428828,5.350877799,3,0.59486679,7,7.912469267,7.173927739,cotton,satin,raw,powerloom,141178,4453,27.10325473,WH-B,Priya,Morning,44.19465925,55.49058549,OK,Medium
238,398,,6.859319362,2,0.713807323,0,6.439942801,9.51686674,cotton,plain,dyed,powerloom,372303,4058,24.90434263,WH-A,John,Evening,37.17479877,75.06866612,Approved,High
335,338,40.04237914,2.302494965,2,0.168249983,11,29.41363053,3.827687463,cotton,twill,dyed,powerloom,274810,2151,46.25359351,WH-A,Suresh,Morning,36.73164221,46.95080844,Approved,Low
270,,98.19943279,6.316225143,3,0.708656245,5,18.29335829,8.928121155,cotton,plain,raw,handloom,261732,4465,13.17933577,WH-B,Priya,Night,25.69692782,49.34368581,Approved,High
224,149,102.4816458,2.906396275,5,0.646678013,11,23.62311679,3.736007133,cotton,twill,dyed,powerloom,462924,4472,25.8781685,WH-C,Suresh,Evening,40.72216972,46.41020046,Minor issue,Medium
242,326,65.5954254,7.478707776,4,0.781780851,5,31.4721952,10.77618194,silk,plain,dyed,powerloom,745714,898,48.10248847,WH-B,Anita,Evening,20.08677318,49.73866604,Approved,High
130,178,57.33489998,8.688805394,4,0.221667521,0,21.21397208,5.617217725,polyester,satin,printed,handloom,912308,3722,34.9974351,WH-A,Priya,Morning,37.8297213,84.31002185,Recheck,High
,399,29.29678819,7.934861019,1,1.02454911,13,15.18747642,5.969099959,linen,plain,raw,powerloom,237028,2837,15.34108541,WH-C,Priya,Night,30.29856653,81.79801262,OK,Low
203,234,113.0203879,3.063681799,4,1.323953864,13,11.43538759,9.290888456,polyester,satin,dyed,powerloom,781530,1588,17.67527419,WH-B,Suresh,Night,34.86433916,87.16532949,OK,Medium
162,119,78.39318164,4.76574425,3,0.676999129,9,17.660468,14.35834573,polyester,plain,printed,handloom,892055,16,30.49779754,WH-C,Suresh,Morning,32.55577102,64.82748271,OK,Medium
294,123,117.4925174,6.95566753,3,1.476025537,14,7.81183026,14.4949212,silk,twill,dyed,handloom,612360,668,43.1324132,WH-B,John,Night,40.68377192,37.24063934,Minor issue,Low
318,200,36.28335362,8.466853739,3,1.30318448,8,12.74274234,9.798105821,linen,plain,raw,handloom,779111,1214,32.98456909,WH-B,Suresh,Morning,32.81010081,44.90954928,Approved,Low
86,164,49.90806464,6.066422532,4,1.10707339,4,28.17740972,10.97783255,linen,satin,dyed,handloom,631772,2299,58.20737509,WH-A,Ramesh,Evening,35.2289215,73.34002825,Minor issue,Medium
165,219,31.65212775,,1,0.173316668,9,18.8738784,11.95013209,polyester,twill,printed,handloom,736623,2813,48.4653431,WH-C,Ramesh,Night,23.34740701,65.33917116,Recheck,Low
305,275,78.06537239,6.12974488,3,1.361691749,10,32.3474539,9.500503755,wool,plain,raw,powerloom,416730,383,12.12043287,WH-A,Suresh,Morning,26.97315955,48.86965461,Approved,Medium
168,341,35.36275298,6.149384169,2,0.360497769,2,22.01362552,14.15931384,polyester,twill,printed,powerloom,837715,4286,39.14923188,WH-C,Suresh,Night,32.07151021,50.26686174,Approved,Medium
296,229,64.09454025,3.108519373,1,0.6018993,12,23.97171548,7.422378341,polyester,satin,dyed,powerloom,795603,3553,31.89035379,WH-C,Priya,Morning,32.44612458,41.0131217,Recheck,Low
270,278,61.49223791,2.919740559,5,1.237538782,5,32.75868497,7.921728618,polyester,plain,raw,powerloom,384776,1158,48.44671081,WH-A,Anita,Evening,33.82430111,54.81499437,OK,High
171,178,29.24839058,6.357520573,3,0.923966735,7,21.62351864,4.110178199,cotton,twill,printed,powerloom,575651,4253,15.9299192,WH-A,Ramesh,Evening,41.44668199,43.04063572,Approved,Low
110,113,40.62950745,1.230131458,5,0.339934453,7,35.30296481,3.134047971,,plain,raw,handloom,689365,3298,19.51147757,WH-A,Suresh,Morning,40.3935064,38.66322243,Minor issue,Medium
252,197,76.01948213,6.949163452,3,1.239276071,3,20.36271579,4.444315066,wool,satin,printed,powerloom,802663,1538,53.2685899,WH-A,Ramesh,Night,28.94946336,39.84531904,Minor issue,High
140,352,54.1054766,1.332421575,2,0.628069291,7,39.98148323,7.730210294,,plain,dyed,handloom,434212,2258,31.25179094,WH-A,Suresh,Evening,20.00739546,82.55148955,Recheck,Medium
181,174,57.62597626,5.21846727,1,0.665594431,0,21.18372262,7.470810841,cotton,satin,raw,handloom,141000,2102,32.21435879,WH-B,John,Night,37.74744444,69.52129156,Looks fine,High
344,,69.64285801,0.959239504,5,0.951679754,2,24.83079207,9.453522084,linen,plain,printed,powerloom,616625,3450,53.85798537,WH-B,Anita,Morning,34.30556484,38.43169816,Minor issue,High
127,143,50.72260623,5.717967775,5,0.32519483,10,21.35126377,9.169322739,linen,twill,dyed,handloom,640442,2596,40.18000704,WH-B,Anita,Morning,24.96986428,30.64996833,Looks fine,Low
261,209,83.96606298,3.235059106,4,1.221298626,13,38.59502255,9.291733716,silk,twill,dyed,handloom,307076,2655,21.38511412,WH-A,Ramesh,Morning,26.57085689,39.55772769,Minor issue,Medium
118,396,110.298812,3.75175297,1,0.615406684,0,23.91585715,9.060809426,wool,plain,dyed,powerloom,338498,943,19.77070126,WH-B,Suresh,Night,32.51692628,77.47469258,Looks fine,High
84,364,116.6459773,7.047361026,2,0.944468475,5,27.65540546,4.446211365,cotton,satin,printed,handloom,948112,550,51.39583511,WH-C,Anita,Night,22.37243718,85.51049072,Minor issue,High
81,209,80.4362983,1.135381083,4,1.472479182,12,6.836185917,5.773163166,cotton,plain,raw,powerloom,967832,4696,25.42242333,WH-B,John,Night,23.76786661,80.57213647,Recheck,Medium
326,242,96.6065572,8.425112941,3,0.999733669,11,35.2240107,13.70093851,wool,satin,printed,handloom,973041,1351,21.01287565,WH-B,John,Evening,38.66485508,51.60715521,Approved,Medium
133,144,115.8079586,7.17711715,2,0.934156392,3,21.36806728,8.853756642,linen,twill,printed,powerloom,677024,2646,49.64446291,WH-B,John,,25.58073079,59.1323362,Approved,High
309,394,76.65761351,7.652852182,4,0.864666894,12,11.58042005,5.03495367,wool,plain,dyed,powerloom,995632,2066,23.18083306,WH-B,Ramesh,,44.38041951,56.42351502,Minor issue,Low
212,135,,2.712661344,2,1.018221216,1,20.44939919,11.09588221,cotton,twill,raw,powerloom,745801,334,56.31908134,WH-B,Suresh,Night,37.14863738,75.85380669,Minor issue,High
132,134,80.84639207,1.29503868,2,0.4950269,14,38.49253263,12.77537585,polyester,twill,dyed,handloom,757855,3380,40.84818192,WH-C,Priya,Morning,35.5140664,62.09056772,Minor issue,Low
267,362,46.15163121,2.168511312,3,0.892037275,3,30.029018,12.46664567,wool,satin,raw,powerloom,595954,3919,45.48711652,WH-C,Priya,Night,29.07372774,57.38782881,Approved,High
173,320,69.08712222,9.334200096,3,1.38914666,0,20.93400036,14.59034838,cotton,plain,raw,handloom,946296,872,7.001090468,WH-B,Suresh,Evening,31.42620036,54.96354456,Looks fine,High
97,192,,9.044017576,3,1.025267396,12,15.9050816,8.336585416,linen,twill,raw,powerloom,350455,4917,9.69631234,WH-B,Suresh,Night,44.90557719,86.22109515,Approved,Low
193,343,114.8866396,3.837027737,5,0.720849514,13,32.85447428,6.527000697,cotton,plain,printed,handloom,835509,4936,39.21427447,WH-A,John,Morning,44.68031058,57.69885926,Recheck,Medium
282,129,59.35839779,9.273247725,2,0.913213524,0,18.41360605,9.200089255,,twill,raw,handloom,566755,4118,36.67924276,WH-C,Suresh,Night,31.77781454,54.8793179,Minor issue,Medium
222,109,86.46731964,5.085964121,4,0.659195494,7,19.68309781,4.44269245,linen,twill,raw,powerloom,545725,1562,24.50111065,WH-B,Ramesh,Morning,20.09134319,32.30245337,Minor issue,Medium
276,160,25.03379409,3.00807347,2,0.505705805,7,38.19798042,8.670937816,wool,twill,dyed,handloom,765780,621,47.38466533,WH-A,Ramesh,Night,24.77334262,79.66779192,Approved,Medium
178,299,34.94634544,3.711205934,5,0.971865657,10,32.38321209,6.291956407,,plain,printed,handloom,963516,650,39.45024048,WH-C,Anita,Night,22.90078548,85.99262295,Approved,Medium
195,100,33.73214035,,3,0.425213295,10,23.81123283,7.908426208,silk,satin,dyed,handloom,184814,1250,44.82462121,WH-B,Suresh,Evening,23.84905738,32.41961029,OK,Low
134,382,113.4250986,9.329398769,2,1.22849315,11,27.95385737,13.41641186,polyester,satin,raw,powerloom,534347,1524,42.24101767,WH-A,John,Morning,20.41128415,47.95318293,Approved,Low
87,314,41.09113808,1.52628986,3,1.119848956,7,26.44872424,8.191539279,silk,satin,printed,handloom,455733,2797,9.651390672,WH-A,Anita,Evening,24.03109458,72.95625043,Minor issue,Medium
342,354,31.72024207,5.38806465,4,1.418557475,2,18.24761191,11.67896512,polyester,plain,raw,handloom,882450,4991,17.55983202,WH-A,Priya,Evening,30.38779392,57.74638477,OK,High
146,150,87.91568983,0.541403766,2,0.363641775,14,5.727758976,10.79619418,polyester,twill,printed,powerloom,955124,1190,19.41912565,WH-A,Suresh,Morning,36.01940799,82.94761323,Approved,Low
161,342,93.0543844,2.768758169,4,0.24130073,11,24.70191736,4.591116449,cotton,plain,printed,powerloom,262934,2830,5.220710787,WH-A,John,Morning,34.47120855,54.51774317,Recheck,Medium
195,196,40.03646898,,2,1.181055202,5,20.54308116,11.57769632,silk,plain,printed,powerloom,295742,1914,30.42741603,WH-A,Ramesh,Evening,42.29796198,70.39026601,Recheck,Low
309,369,28.95653224,7.555903502,5,0.789983292,9,16.05938115,12.83282669,wool,plain,raw,handloom,876554,3294,13.78020343,WH-C,Priya,Morning,26.08700965,64.10737321,Recheck,Low
175,,44.8943211,2.221735866,4,1.148101018,7,35.16128118,7.728604752,linen,satin,dyed,handloom,372092,1383,36.36604515,WH-A,Anita,Evening,42.38354715,68.80750552,Recheck,Medium
212,291,86.32938935,2.538508579,1,0.627466728,12,16.61595899,11.31133391,wool,twill,raw,handloom,372418,1407,33.89725876,WH-B,Anita,Night,28.71334139,73.49467151,Minor issue,High
,323,60.08467523,7.693498563,5,0.17801033,13,7.603125253,5.685317379,polyester,satin,dyed,handloom,683343,3645,6.678328783,WH-B,Priya,Night,40.82600259,59.77601116,Recheck,Low
246,315,18.47802354,7.705690423,4,1.069555835,0,27.89619377,6.994620611,wool,satin,dyed,powerloom,150397,2258,35.72805357,WH-A,Suresh,Night,36.64563203,89.72791546,Looks fine,High
121,370,59.53447956,2.009843995,4,0.440807857,14,34.08058549,10.23740207,cotton,twill,dyed,handloom,159993,2186,58.74764551,WH-A,Priya,Evening,31.42678698,86.91051838,Looks fine,Low
192,,37.03098733,8.869749733,1,0.99255326,12,10.02431858,6.856043577,wool,satin,raw,handloom,550490,911,13.6316478,WH-A,Ramesh,Evening,23.89452341,43.52315922,Minor issue,Low
216,160,18.06352938,5.918551799,1,1.197028157,1,15.04677343,3.726978808,silk,plain,raw,handloom,290414,3207,56.57088955,WH-B,Anita,Morning,44.42757419,53.95086034,OK,Medium
96,349,92.04051754,4.938544037,3,1.053733542,12,7.883678591,6.989788742,cotton,plain,raw,handloom,180028,1917,25.63663213,WH-C,Ramesh,Morning,23.51807465,67.25123804,Approved,Low
300,238,90.19269347,5.162963741,3,0.386611151,10,9.94874915,10.77780634,wool,plain,dyed,powerloom,175579,291,36.00509094,WH-A,John,Night,42.257482,67.57550658,Looks fine,Medium
188,165,28.19385359,5.874459921,3,0.894141019,2,8.636241381,9.555568043,cotton,satin,dyed,handloom,759198,1800,35.53960964,WH-C,Suresh,Night,20.92499049,30.09737774,Recheck,Medium
199,170,55.98925451,8.466198938,3,1.210984122,10,19.8706015,14.22914987,silk,satin,raw,powerloom,258424,4836,13.94082715,WH-A,Priya,Morning,36.56023025,78.93148791,Recheck,Low
241,387,110.3648318,5.234945224,3,0.243937225,11,12.55338309,14.45714086,linen,twill,dyed,powerloom,994905,3409,28.81013215,WH-C,Anita,Night,29.32763641,69.41470058,Recheck,Medium
239,280,110.6439209,7.033397609,3,0.781117914,6,30.95613696,6.0737495,silk,satin,printed,powerloom,755752,1977,51.45145294,WH-B,John,Morning,37.24962351,78.34614198,Approved,High
279,232,68.80433095,0.760817373,4,1.28079842,2,30.42849913,10.43590247,cotton,satin,dyed,handloom,340287,955,8.692296716,WH-A,Suresh,,37.77718233,79.59168474,OK,High
272,264,89.068254,,1,0.688013229,6,15.47565536,11.86327844,,plain,raw,powerloom,137710,2119,19.2241783,WH-C,Ramesh,Morning,32.61718133,87.70918454,Looks fine,High
162,329,37.86244265,7.886529841,3,0.463440793,11,7.675381319,3.927823241,,plain,printed,handloom,744753,1104,16.65316256,WH-A,Ramesh,Evening,23.10539471,55.12765406,OK,Low
263,101,102.1195852,,3,0.447378544,11,8.260137308,10.01285395,linen,satin,raw,handloom,687097,2975,50.14203225,WH-C,John,Morning,41.60620506,60.57246552,Looks fine,Low
260,,70.40497668,6.693420995,5,1.477465708,6,7.392232494,10.52641636,cotton,satin,printed,powerloom,558052,4656,46.703347,WH-A,John,Night,34.29320784,72.2325506,OK,Medium
318,163,119.9814938,7.271765741,1,0.268111693,6,9.813427871,6.222349064,linen,plain,dyed,handloom,142724,3174,58.34662094,WH-B,Anita,Night,27.10087612,73.06455434,OK,Medium
125,101,58.02324805,,1,0.469731322,11,30.25396277,3.959115226,wool,,raw,powerloom,537538,4765,25.27588632,WH-C,Suresh,Evening,36.68600788,74.15402638,Recheck,Low
268,350,37.32002917,1.835497554,5,0.850934892,0,5.041293637,11.58471915,polyester,plain,dyed,powerloom,240590,3559,5.946908194,WH-A,John,Morning,30.96572757,32.80615209,Minor issue,High
261,,60.42561537,5.593230189,4,0.951115867,14,32.76637627,12.94133164,cotton,satin,dyed,powerloom,269769,4237,52.68784923,WH-C,Priya,Evening,32.98287263,37.69754417,Recheck,Low
92,237,47.63615407,3.926791898,3,1.44218483,1,6.508040341,10.85274232,cotton,satin,printed,handloom,199847,4111,58.07201653,WH-C,John,Morning,24.95832783,88.15237013,OK,High
198,132,76.2625324,2.896018945,5,1.342750056,14,28.28631813,11.62908458,silk,satin,raw,powerloom,692585,406,28.77176002,WH-A,Suresh,Evening,38.94813638,62.5905724,Approved,Low
130,283,71.07918508,6.168798946,5,1.08882646,12,26.45939144,11.83948112,silk,twill,dyed,handloom,469187,198,53.06434441,WH-C,Priya,Morning,22.87076291,81.71126264,Recheck,Low
258,226,90.08226702,8.902424605,4,0.158845441,5,19.28940705,14.72420655,wool,twill,printed,handloom,435481,1961,43.29673228,WH-A,Priya,Morning,30.6645374,80.45034907,Recheck,High
181,324,20.89133528,3.227079868,5,0.655709101,8,25.25780037,11.55588559,silk,plain,dyed,powerloom,332694,2666,40.30322908,WH-C,John,Morning,41.84576441,65.12700373,Looks fine,Medium
,158,34.016589,2.564796696,3,0.730213752,2,7.764327081,12.63824202,silk,satin,printed,handloom,852553,4272,53.41566649,WH-B,Anita,Morning,37.25887291,68.08528124,Recheck,Medium
